id,name,group,transport,volume,tags,price_min,price_avg,price_max,component,source
module_gen_prod_scanningarrays_01,Scanning Array Production,,container,1,module,3422258,4026186,4630114,prod_gen_scanningarrays_macro,
module_gen_prod_scrap_recycler,Scrap Recycler,,container,1,module,1628494,1915875,2203256,prod_gen_scrap_recycler_macro,
module_gen_prod_scrap_recyclerkhaak,Allographyne Scrap Recycler,,container,1,module,1954193,2299050,2643908,prod_gen_scrap_recyclerkhaak_macro,
module_gen_prod_shieldcomponents_01,Shield Component Production,,container,1,module,2350389,2765164,3179939,prod_gen_shieldcomponents_macro,
module_gen_prod_siliconwafers_01,Silicon Wafer Production,,container,1,module,403430,474624,545818,prod_gen_siliconwafers_macro,
module_gen_prod_smartchips_01,Smart Chip Production,,container,1,module,686545,807700,928855,prod_gen_smartchips_macro,
module_gen_prod_spices_01,Spice Production,,container,1,module,756543,890050,1023558,prod_gen_spices_macro,
module_gen_prod_superfluidcoolant_01,Superfluid Coolant Production,,container,1,module,137080,161270,185461,prod_gen_superfluidcoolant_macro,
module_gen_prod_turretcomponents_01,Turret Component Production,,container,1,module,2584529,3040622,3496715,prod_gen_turretcomponents_macro,
module_gen_prod_water_01,Water Production,,container,1,module,195901,230472,265043,prod_gen_water_macro,
module_gen_prod_weaponcomponents_01,Weapon Component Production,,container,1,module,2154927,2535208,2915489,prod_gen_weaponcomponents_macro,
module_gen_ventureplatform_cross_01,Venture Platform,,container,1,module,257465,302900,348335,ventureplatform_gen_cross_01_macro,
module_gen_welfare_gamblinghall_01,Gambling Den,,container,1,missiononly module,2095385,2465159,2834932,welfare_gen_gamblinghall_01_macro,
module_par_conn_base_01,Paranid Base Connection Structure 01,,container,1,module,64410,75776,87142,struct_par_base_01_macro,
module_par_conn_base_02,Paranid Base Connection Structure 02,,container,1,module,91924,108146,124368,struct_par_base_02_macro,
module_par_conn_base_03,Paranid Base Connection Structure 03,,container,1,module,114728,134974,155220,struct_par_base_03_macro,
module_par_conn_cross_01,Paranid Cross Connection Structure 01,,container,1,module,55015,64724,74433,struct_par_cross_01_macro,
module_par_conn_cross_02,Paranid Cross Connection Structure 02,,container,1,module,114728,134974,155220,struct_par_cross_02_macro,
module_par_conn_cross_03,Paranid Y Connection Structure 01,,container,1,module,91924,108146,124368,struct_par_cross_03_macro,
module_par_conn_vertical_01,Paranid Vertical Connection Structure 01,,container,1,module,54125,63676,73227,struct_par_vertical_01_macro,
module_par_conn_vertical_02,Paranid Vertical Connection Structure 02,,container,1,module,70888,83398,95908,struct_par_vertical_02_macro,
module_par_def_claim_01,Paranid Administrative Centre,,container,1,module,760801,895060,1029319,defence_par_claim_01_macro,
module_par_def_claim_story_01,Paranid Faction Capital,,container,1,hiddenwithoutlicence module nocustomgamestart nodiplomacyblueprint,400000000,450000000,500000000,defence_par_claim_story_01_macro,
module_par_def_disc_01,Paranid Disc Defence Platform,,container,1,module,533140,627224,721308,defence_par_disc_01_macro,
module_par_def_tube_01,Paranid Bridge Defence Platform,,container,1,module,462691,544342,625993,defence_par_tube_01_macro,
module_par_hab_l_01,Paranid L Dome,,container,1,module,18262842,21485696,24708550,hab_par_l_01_macro,
module_par_hab_m_01,Paranid M Dome,,container,1,module,11754290,13828576,15902862,hab_par_m_01_macro,
module_par_hab_s_01,Paranid S Dome,,container,1,module,8172621,9614848,11057075,hab_par_s_01_macro,
module_par_pier_l_01,Paranid 3-Dock T Pier,,container,1,module,3060886,3601042,4141198,pier_par_harbor_01_macro,
module_par_pier_l_02,Paranid 1-Dock Pier,,container,1,module,1766944,2078758,2390572,pier_par_harbor_02_macro,
module_par_pier_l_03,Paranid 3-Dock E Pier,,container,1,module,3534314,4158016,4781718,pier_par_harbor_03_macro,
module_par_prod_majadust_01,Maja Dust Production,,container,1,module,2029023,2387086,2745149,prod_par_majadust_macro,
module_par_prod_majasnails_01,Maja Snail Production,,container,1,module,1349848,1588056,1826264,prod_par_majasnails_macro,
module_par_prod_medicalsupplies_01,Paranid Medical Supply Production,,container,1,module,1229080,1445976,1662872,prod_par_medicalsupplies_macro,
module_par_prod_sojabeans_01,Soja Bean Production,,container,1,module,1610158,1894304,2178450,prod_par_sojabeans_macro,
module_par_prod_sojahusk_01,Soja Husk Production,,container,1,module,1719737,2023220,2326703,prod_par_sojahusk_macro,
module_par_stor_container_l_01,Paranid L Container Storage,,container,1,module,674026,792972,911918,storage_par_l_container_01_macro,
module_par_stor_container_m_01,Paranid M Container Storage,,container,1,module,457555,538300,619045,storage_par_m_container_01_macro,
module_par_stor_container_s_01,Paranid S Container Storage,,container,1,module,304150,357824,411498,storage_par_s_container_01_macro,
module_par_stor_landmark_l_01,Argon L Container Storage,,container,1,module noblueprint,717414,844016,970618,landmarks_par_storage_01_macro,
module_par_stor_liquid_l_01,Paranid L Liquid Storage,,container,1,module,674026,792972,911918,storage_par_l_liquid_01_macro,
module_par_stor_liquid_m_01,Paranid M Liquid Storage,,container,1,module,457555,538300,619045,storage_par_m_liquid_01_macro,
module_par_stor_liquid_s_01,Paranid S Liquid Storage,,container,1,module,304150,357824,411498,storage_par_s_liquid_01_macro,
module_par_stor_solid_l_01,Paranid L Solid Storage,,container,1,module,674026,792972,911918,storage_par_l_solid_01_macro,
module_par_stor_solid_m_01,Paranid M Solid Storage,,container,1,module,457555,538300,619045,storage_par_m_solid_01_macro,
module_par_stor_solid_s_01,Paranid S Solid Storage,,container,1,module,304150,357824,411498,storage_par_s_solid_01_macro,
module_player_prod_hq_01_macro,Unknown Module,,container,1,module noblueprint,0,0,0,landmarks_player_hq_01_research_macro,
module_tel_conn_base_01,Teladi Base Connection Structure 01,,container,1,module,92363,108662,124961,struct_tel_base_01_macro,
module_tel_conn_base_02,Teladi Base Connection Structure 02,,container,1,module,75585,88924,102263,struct_tel_base_02_macro,
module_tel_conn_base_03,Teladi Base Connection Structure 03,,container,1,module,98841,116284,133727,struct_tel_base_03_macro,
module_tel_conn_cross_01,Teladi Cross Connection Structure 01,,container,1,module,65300,76824,88348,struct_tel_cross_01_macro,
module_tel_conn_vertical_01,Teladi Vertical Connection Structure 01,,container,1,module,54125,63676,73227,struct_tel_vertical_01_macro,
module_tel_conn_vertical_02,Teladi Vertical Connection Structure 02,,container,1,module,70888,83398,95908,struct_tel_vertical_02_macro,
module_tel_def_claim_01,Teladi Administrative Centre,,container,1,module,749625,881912,1014199,defence_tel_claim_01_macro,
module_tel_def_disc_01,Teladi Disc Defence Platform,,container,1,module,533140,627224,721308,defence_tel_disc_01_macro,
module_tel_def_tube_01,Teladi Bridge Defence Platform,,container,1,module,462691,544342,625993,defence_tel_tube_01_macro,
module_tel_hab_l_01,Teladi L Biome,,container,1,module,15822621,18614848,21407075,hab_tel_l_01_macro,
module_tel_hab_m_01,Teladi M Biome,,container,1,module,10530453,12388768,14247083,hab_tel_m_01_macro,
module_tel_hab_s_01,Teladi S Biome,,container,1,module,7471187,8789632,10108077,hab_tel_s_01_macro,
module_tel_pier_l_01,Teladi 3-Dock T Pier,,container,1,module,2946171,3466084,3985997,pier_tel_harbor_01_macro,
module_tel_pier_l_02,Teladi 1-Dock Pier,,container,1,module,1701192,2001402,2301612,pier_tel_harbor_02_macro,
module_tel_pier_l_03,Teladi 3-Dock E Pier,,container,1,module,3399016,3998842,4598668,pier_tel_harbor_03_macro,
module_tel_prod_advancedcomposites_01,Teladi Advanced Composite Production,,container,1,module,3416014,4018840,4621666,prod_tel_advancedcomposites_macro,
module_tel_prod_engineparts_01,Teladi Engine Part Production,,container,1,module,2143163,2521368,2899573,prod_tel_engineparts_macro,
module_tel_prod_hullparts_01,Teladi Hull Part Production,,container,1,module,3339976,3929384,4518792,prod_tel_hullparts_macro,
module_tel_prod_medicalsupplies_01,Teladi Medical Supply Production,,container,1,module,1219233,1434392,1649551,prod_tel_medicalsupplies_macro,
module_tel_prod_nostropoil_01,Nostrop Oil Production,,container,1,module,1574127,1851914,2129701,prod_tel_nostropoil_macro,
module_tel_prod_scanningarrays_01,Teladi Scanning Array Production,,container,1,module,3464989,4076458,4687927,prod_tel_scanningarrays_macro,
module_tel_prod_spaceweed_01,Spaceweed Production,,container,1,module,3475040,4088282,4701524,prod_tel_spaceweed_macro,
module_tel_prod_sunriseflowers_01,Sunrise Flower Production,,container,1,module,1611474,1895852,2180230,prod_tel_sunriseflowers_macro,
module_tel_prod_swampplant_01,Swamp Plant Production,,container,1,module,3475040,4088282,4701524,prod_tel_swampplant_macro,
module_tel_prod_teladianium_01,Teladianium Production,,container,1,module,272830,320976,369122,prod_tel_teladianium_macro,
module_tel_stor_container_l_01,Teladi L Container Storage,,container,1,module,608287,715632,822977,storage_tel_l_container_01_macro,
module_tel_stor_container_m_01,Teladi M Container Storage,,container,1,module,424014,498840,573666,storage_tel_m_container_01_macro,
module_tel_stor_container_s_01,Teladi S Container Storage,,container,1,module,277527,326502,375477,storage_tel_s_container_01_macro,
module_tel_stor_liquid_l_01,Teladi L Liquid Storage,,container,1,module,608287,715632,822977,storage_tel_l_liquid_01_macro,
module_tel_stor_liquid_m_01,Teladi M Liquid Storage,,container,1,module,424014,498840,573666,storage_tel_m_liquid_01_macro,
module_tel_stor_liquid_s_01,Teladi S Liquid Storage,,container,1,module,277527,326502,375477,storage_tel_s_liquid_01_macro,
module_tel_stor_solid_l_01,Teladi L Solid Storage,,container,1,module,608287,715632,822977,storage_tel_l_solid_01_macro,
module_tel_stor_solid_m_01,Teladi M Solid Storage,,container,1,module,424014,498840,573666,storage_tel_m_solid_01_macro,
module_tel_stor_solid_s_01,Teladi S Solid Storage,,container,1,module,277527,326502,375477,storage_tel_s_solid_01_macro,
module_tel_tradestation_conn_bridge_01,Habitat Bridge,,container,1,module noplayerblueprint,241444,284052,326660,landmarks_tel_tradestation_01_bridge_01_macro,
module_tel_tradestation_conn_centercylinder_01,Sensor Array,,container,1,module noplayerblueprint,152205,179065,205925,landmarks_tel_tradestation_01_centercylinder_01_macro,
module_tel_tradestation_conn_centerfill_01,Ventilation,,container,1,module noplayerblueprint,241444,284052,326660,landmarks_tel_tradestation_01_centerfill_01_macro,
module_tel_tradestation_conn_column_01,Habitat Ring Column,,container,1,module noplayerblueprint,241444,284052,326660,landmarks_tel_tradestation_01_column_01_macro,
module_tel_tradestation_conn_column_02,Support Structure,,container,1,module noplayerblueprint,241444,284052,326660,landmarks_tel_tradestation_01_column_02_macro,
module_tel_tradestation_conn_inside_ring_03,Habitat Service Section,,container,1,module noplayerblueprint,341851,402178,462505,landmarks_tel_tradestation_01_ring_inside_03_macro,
module_tel_tradestation_conn_radar_01,Command Relay,,container,1,module noplayerblueprint,241444,284052,326660,landmarks_tel_tradestation_01_radar_01_macro,
module_tel_tradestation_conn_ring_01,Habitat Ring,,container,1,module noplayerblueprint,1080088,1270691,1461295,landmarks_tel_tradestation_01_ring_01_macro,
module_tel_tradestation_def_centerend_01,Maintenance Area,,container,1,module noplayerblueprint,1762056,2073007,2383958,landmarks_tel_tradestation_01_centerend_01_macro,
module_tel_tradestation_def_center_01,Habitat Centre Complex,,container,1,module noplayerblueprint,1762056,2073007,2383958,landmarks_tel_tradestation_01_center_01_macro,
module_tel_tradestation_def_extension_01,Habitat Ring Extension,,container,1,module noplayerblueprint,2158441,2539342,2920244,landmarks_tel_tradestation_01_extension_01_macro,
module_tel_tradestation_def_ringcenter_01,Habitat Centre Ring,,container,1,module noplayerblueprint,881021,1036496,1191970,landmarks_tel_tradestation_01_ringcenter_01_macro,
module_tel_tradestation_def_ringclamp_01,Habitat Ring Clamp,,container,1,module noplayerblueprint,1246424,1466381,1686338,landmarks_tel_tradestation_01_ringclamp_01_macro,
module_tel_tradestation_def_ringclamp_02,Habitat Ring Clamp,,container,1,module noplayerblueprint,1246424,1466381,1686338,landmarks_tel_tradestation_01_ringclamp_02_macro,
module_tel_tradestation_dock_m_dockarea_01,Habitat Dock Area,,container,1,module noplayerblueprint,1526309,1795658,2065007,landmarks_tel_tradestation_01_dockarea_m_01_macro,
module_tel_tradestation_hab_inside_ring_01,Habitat City,,container,1,module noplayerblueprint,42305039,49770634,57236229,landmarks_tel_tradestation_01_ring_inside_01_macro,
module_tel_tradestation_hab_inside_ring_02,Habitat City,,container,1,module noplayerblueprint,42305039,49770634,57236229,landmarks_tel_tradestation_01_ring_inside_02_macro,
module_tel_tradestation_pier_tradelocation_01,Habitat Trade Centre,,container,1,module noplayerblueprint,2732316,3214490,3696663,landmarks_tel_tradestation_01_tradelocation_01_macro,
module_tel_tradestation_stor_storage_01,Habitat Storage B,,container,1,module noplayerblueprint,1496301,1760354,2024407,landmarks_tel_tradestation_01_storage_01_macro,
module_tel_tradestation_stor_storage_ring_01,Habitat Storage A,,container,1,module noplayerblueprint,2991614,3519546,4047478,landmarks_tel_tradestation_01_ring_storage_01_macro,
module_xen_build_m_01,M Ship Assembly Matrix,,container,1,module noplayerblueprint,781711,919660,1057609,buildmodule_xen_ships_m_macro,
module_xen_build_s_01,S Ship Assembly Matrix,,container,1,module noplayerblueprint,781711,919660,1057609,buildmodule_xen_ships_s_macro,
module_xen_build_xl_01,XL Ship Assembly Matrix,,container,1,module noplayerblueprint,1383023,1627086,1871149,buildmodule_xen_ships_xl_macro,
module_xen_def_base_01,Xenon Base Module,,container,1,module noplayerblueprint,395272,465026,534780,xenon_small_station_01_base_macro,
module_xen_dock_m_01,Xenon Dock,,container,1,module noplayerblueprint,103180,121388,139596,dockarea_xen_m_station_01_macro,
module_xen_prod_energycells_01,Matrix Solar Panel,,container,1,module noplayerblueprint,154982,182332,209682,xenon_small_station_01_solarpanel_01_macro,
module_xen_stor_01,Matrix Storage,,container,1,module noplayerblueprint,43501,51178,58855,xenon_small_station_01_storage_01_macro,
mod_engine_boostduration_01_mk1,Creatine (Boost Duration Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_boostthrust_01_mk1,Juno (Boost Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_boostthrust_01_mk2,Antares (Boost Thrust Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_engine_boostthrust_01_mk3,Atlas (Boost Thrust Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_engine_boostthrust_02_mk1,Minuteman (Boost Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_boostthrust_02_mk2,Delta (Boost Thrust Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_engine_forwardthrust_01_mk1,Pusher (Forward Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_forwardthrust_01_mk2,Propeller (Forward Thrust Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_engine_forwardthrust_01_mk3,Slingshot (Forward Thrust Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_engine_forwardthrust_02_mk1,Nudger (Forward Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_forwardthrust_02_mk2,Impeller (Forward Thrust Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_engine_rotationthrust_01_mk1,Spinner (Rotation Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_rotationthrust_01_mk3,Whirlygig (Rotation Thrust Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_engine_rotationthrust_02_mk1,Twister (Rotation Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_strafethrust_01_mk1,Crab (Strafe Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_strafethrust_02_mk1,Sidewinder (Strafe Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_travelattacktime_01_mk1,Spur (Travel Attack Time Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_travelchargetime_01_mk1,Overdrive (Travel Charge Time Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_travelreleasetime_01_mk1,Anchor (Travel Release Time Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_travelstartthrust_01_mk1,Afterburner (Travel Start Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_travelthrust_01_mk1,Aestus (Travel Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_travelthrust_01_mk2,Mira (Travel Thrust Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_engine_travelthrust_01_mk3,Vikas (Travel Thrust Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_engine_travelthrust_02_mk1,Reaver (Travel Thrust Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_engine_travelthrust_02_mk2,Vinci (Travel Thrust Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_shield_capacity_01_mk1,Buckler (Capacity Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_shield_capacity_01_mk2,Kite (Capacity Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_shield_capacity_01_mk3,Pavise (Capacity Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_shield_capacity_02_mk3,Targe (Capacity Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_shield_rechargedelay_01_mk1,Medic (Recharge Delay Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_shield_rechargerate_01_mk1,Bandage (Recharge Rate Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_shield_rechargerate_01_mk2,Cast (Recharge Rate Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_shield_rechargerate_01_mk3,Traction (Recharge Rate Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_ship_countermeasurecapacity_01_mk1,Barrage (Countermeasure Capacity Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_ship_deployablecapacity_01_mk1,Rack (Deployable Capacity Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_ship_drag_01_mk1,Polisher (Drag Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_ship_drag_01_mk2,Lubricator (Drag Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_ship_hidecargo_01,Mirage (Illegal Ware Concealment Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_ship_mass_01_mk1,Honeycomb (Mass Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_ship_mass_01_mk2,Composite (Mass Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_ship_mass_01_mk3,Nanotube (Mass Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_ship_maxhull_01_mk1,Buttress (Max Hull Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_ship_missilecapacity_01_mk1,Bandolier (Missile Capacity Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_ship_radarcloak_01_mk1,Cloak (Radar Visibility Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_ship_radarcloak_01_mk2,Veil (Radar Visibility Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_ship_radarcloak_01_mk3,Shroud (Radar Visibility Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_ship_radarrange_01_mk1,Scope (Radar Range Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_ship_regiondamage_01_mk1,Grit (Hazardous Region Damage Reduction Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_ship_regiondamage_01_mk2,Mettle (Hazardous Region Damage Reduction Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_ship_regiondamage_01_mk3,Tenacity (Hazardous Region Damage Reduction Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_ship_unitcapacity_01_mk1,Garage (Unit Capacity Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_beamlength_01_mk1,Lens (Beam Length Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_chargetime_01_mk1,Jumper (Charge Time Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_cooling_01_mk1,Tramontane (Cooling Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_cooling_01_mk2,Labrador (Cooling Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_cooling_02_mk1,Gregale (Cooling Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_cooling_02_mk2,Humboldt (Cooling Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_cooling_03_mk1,Mistral (Cooling Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_cooling_03_mk2,Kuril (Cooling Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_cooling_04_mk2,Okhotsk (Cooling Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_cooling_05_mk2,Benguela (Cooling Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_damage_01_mk1,Piercer (Damage Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_damage_01_mk2,Assassin (Damage Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_damage_01_mk3,Obliterator (Damage Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_weapon_damage_02_mk1,Stabber (Damage Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_damage_02_mk2,Exterminator (Damage Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_damage_02_mk3,Annihilator (Damage Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_weapon_damage_03_mk1,Slasher (Damage Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_damage_03_mk2,Butcher (Damage Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_damage_04_mk2,Executioner (Damage Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_damage_05_mk2,Slayer (Damage Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_lifetime_01_mk1,Endurance (Projectile Lifetime Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_mining_01_mk1,Digger (Mining Multiplier Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_mining_01_mk3,Excavator (Mining Multiplier Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_weapon_reload_01_mk1,Cowboy (Reload Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_rotationspeed_01_mk1,Gimbal (Rotation Speed Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_speed_01_mk1,Dispatcher (Projectile Speed Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_speed_01_mk3,Expediter (Projectile Speed Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
mod_weapon_sticktime_01_mk1,Gum (Sticky Projectile Time Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_sticktime_01_mk2,Cement (Sticky Projectile Time Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_sticktime_02_mk2,Glue (Sticky Projectile Time Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_sticktime_03_mk2,Adhesive (Sticky Projectile Time Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_surfaceelement_01_mk1,Intruder (Surface Element Damage Mod - Basic Quality),,inventory,1,crafting equipmentmod,42500,50000,57500,,
mod_weapon_surfaceelement_01_mk2,Infiltrator (Surface Element Damage Mod - Enhanced Quality),,inventory,1,crafting equipmentmod,212500,250000,287500,,
mod_weapon_surfaceelement_01_mk3,Invader (Surface Element Damage Mod - Exceptional Quality),,inventory,1,crafting equipmentmod,1062500,1250000,1437500,,
nividium,Nividium,minerals,solid,10,economy minable mineral solid,434,510,587,,
nividiumgems,nividiumgems,,container,2,,646,1077,1507,,
nostropoil,Nostrop Oil,food,container,1,container economy,20,34,47,,
ore,Ore,minerals,solid,10,economy minable mineral solid,43,50,58,,
paintmod_0001,Shade of Innocence,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0002,Federation Pennon,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0003,Republic Standard,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0004,Company Skin,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0005,Scale Plate Greenback,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0006,Foundation Blue,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0007,Hatikvah Banner,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0008,Origin Unknown,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0009,Godrealm Pride,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0010,Order Wrath,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0011,Alliance Honour,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0012,Ministry Buck,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0013,Act of Distraction,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0014,Ianamus Ztealth,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0015,Not Like This,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0016,Washout,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0017,Black Steel,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0018,Grey Steel,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0019,Foundation X,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0020,Matrix Annihilation,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0021,Verbillion,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0022,Splatter,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0023,Cracked Surface,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0024,Federation Camo 1,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0025,Federation Camo 2,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0026,Federation Camo 3,,inventory,1,inventory paintmod,1,1,1,,
paintmod_0027,Republic Camo 1,,inventory,1,inventory paintmod,1,1,1,,
