sector,macro,x,y,z,source
cluster_21_sector002_macro,zone002_cluster_21_sector002_macro,-125421.4765625,0.0,134515.625,
cluster_21_sector002_macro,zone003_cluster_21_sector002_macro,130442.015625,0.0,110054.6875,
cluster_22_sector001_macro,zone001_cluster_22_sector001_macro,85.5541229248,0.0,115545.40625,
cluster_22_sector001_macro,zone002_cluster_22_sector001_macro,103750.5,0.0,20340.15234375,
cluster_22_sector001_macro,zone003_cluster_22_sector001_macro,-427.3376464844,0.0,-75385.25,
cluster_22_sector001_macro,zone004_cluster_22_sector001_macro,-127621.703125,0.0,-33782.69921875,
cluster_22_sector001_macro,zone005_cluster_22_sector001_macro,-14468.673828125,0.0,-1060.8215332031,
cluster_23_sector001_macro,zone001_cluster_23_sector001_macro,-114153.03125,0.0,116118.703125,
cluster_23_sector001_macro,zone002_cluster_23_sector001_macro,-21916.24609375,0.0,108944.6796875,
cluster_23_sector001_macro,zone003_cluster_23_sector001_macro,69261.015625,0.0,57018.04296875,
cluster_23_sector001_macro,zone004_cluster_23_sector001_macro,92201.28125,0.0,-35614.76953125,
cluster_23_sector001_macro,zone005_cluster_23_sector001_macro,75408.1328125,0.0,-126087.234375,
cluster_24_sector001_macro,zone001_cluster_24_sector001_macro,125913.8203125,0.0,138760.890625,
cluster_24_sector001_macro,zone002_cluster_24_sector001_macro,-21851.80859375,0.0,53705.55859375,
cluster_24_sector001_macro,zone003_cluster_24_sector001_macro,-109790.375,0.0,-145237.421875,
cluster_24_sector001_macro,zone004_cluster_24_sector001_macro,141050.78125,0.0,-142354.203125,
cluster_24_sector001_macro,zone005_cluster_24_sector001_macro,38320.16015625,0.0,-50058.015625,
cluster_25_sector001_macro,tzonecluster_25_sector001shcon10_gatezone_macro,-45588.63671875,0.0,-200000.0,
cluster_25_sector001_macro,tzonecluster_25_sector001shcon6_gatezone_macro,-55535.78125,0.0,-200000.0,
cluster_25_sector001_macro,zone001_cluster_25_sector001_macro,-49340.9375,0.0,-160303.71875,
cluster_25_sector001_macro,zone002_cluster_25_sector001_macro,-61577.765625,0.0,74915.296875,
cluster_25_sector001_macro,zone003_cluster_25_sector001_macro,116536.0390625,0.0,-18900.376953125,
cluster_25_sector002_macro,tzonecluster_25_sector002shcon5_gatezone_macro,134166.84375,0.0,200000.0,
cluster_25_sector002_macro,tzonecluster_25_sector002shcon9_gatezone_macro,143991.96875,0.0,200000.0,
cluster_25_sector002_macro,zone001_cluster_25_sector002_macro,128551.6796875,0.0,162945.3125,
cluster_25_sector002_macro,zone002_cluster_25_sector002_macro,-37726.08984375,0.0,57273.4375,
cluster_25_sector002_macro,zone003_cluster_25_sector002_macro,-102052.9296875,0.0,-137445.3125,
cluster_25_sector002_macro,zone004_cluster_25_sector002_macro,123855.2734375,0.0,-132164.0625,
cluster_26_sector001_macro,tzonecluster_26_sector001shcon10_gatezone_macro,161340.546875,0.0,-200000.0,
cluster_26_sector001_macro,tzonecluster_26_sector001shcon6_gatezone_macro,151323.765625,0.0,-200000.0,
cluster_26_sector001_macro,zone001_cluster_26_sector001_macro,-75651.140625,0.0,47144.2890625,
cluster_26_sector001_macro,zone002_cluster_26_sector001_macro,-48260.4375,0.0,-111433.453125,
cluster_26_sector001_macro,zone003_cluster_26_sector001_macro,142032.859375,0.0,-157565.171875,
cluster_26_sector001_macro,zone004_cluster_26_sector001_macro,87251.453125,0.0,84626.3046875,
cluster_26_sector002_macro,tzonecluster_26_sector002shcon5_gatezone_macro,-50000.0,0.0,200000.0,
cluster_26_sector002_macro,tzonecluster_26_sector002shcon9_gatezone_macro,-39984.375,0.0,200000.0,
cluster_26_sector002_macro,zone001_cluster_26_sector002_macro,-43128.90625,0.0,157906.25,
cluster_26_sector002_macro,zone002_cluster_26_sector002_macro,126734.375,0.0,62085.9375,
cluster_26_sector002_macro,zone003_cluster_26_sector002_macro,103726.5625,0.0,-117593.75,
cluster_26_sector002_macro,zone004_cluster_26_sector002_macro,-96515.625,0.0,-104859.375,
cluster_27_sector001_macro,zone001_cluster_27_sector001_macro,105999.21875,0.0,-70364.421875,
cluster_27_sector001_macro,zone002_cluster_27_sector001_macro,-15.9301757812,0.0,118220.21875,
cluster_27_sector001_macro,zone003_cluster_27_sector001_macro,-111127.9609375,0.0,-48957.515625,
cluster_27_sector001_macro,zone004_cluster_27_sector001_macro,7336.2504882812,0.0,-180866.078125,
cluster_27_sector001_macro,zone005_cluster_27_sector001_macro,-22186.294921875,0.0,284127.75,
cluster_28_sector001_macro,zone001_cluster_28_sector001_macro,104989.9296875,0.0,134567.75,
cluster_28_sector001_macro,zone002_cluster_28_sector001_macro,-74420.3125,0.0,39765.7421875,
cluster_28_sector001_macro,zone003_cluster_28_sector001_macro,-101943.4765625,0.0,-122315.109375,
cluster_28_sector001_macro,zone004_cluster_28_sector001_macro,33633.58984375,0.0,-112121.34375,
cluster_28_sector001_macro,zone005_cluster_28_sector001_macro,102951.203125,0.0,18358.841796875,
cluster_29_sector001_macro,tzonecluster_29_sector001shcon11_gatezone_macro,200000.0,0.0,168237.359375,
cluster_29_sector001_macro,tzonecluster_29_sector001shcon12_gatezone_macro,200000.0,0.0,158286.40625,
cluster_29_sector001_macro,zone001_cluster_29_sector001_macro,2506.1494140625,0.0,25444.236328125,
cluster_29_sector001_macro,zone002_cluster_29_sector001_macro,174058.4375,0.0,160956.125,
cluster_29_sector001_macro,zone003_cluster_29_sector001_macro,-95523.7265625,0.0,-115834.1171875,
cluster_29_sector001_macro,zone004_cluster_29_sector001_macro,120718.640625,0.0,-134575.140625,
cluster_29_sector001_macro,zone005_cluster_29_sector001_macro,71458.6171875,0.0,122953.5546875,
cluster_29_sector001_macro,zone006_cluster_29_sector001_macro,-60428.28515625,0.0,-42453.796875,
cluster_29_sector002_macro,tzonecluster_29_sector002shcon7_gatezone_macro,-200000.0,0.0,-40050.78125,
cluster_29_sector002_macro,tzonecluster_29_sector002shcon8_gatezone_macro,-200000.0,0.0,-50000.0,
cluster_29_sector002_macro,zone001_cluster_29_sector002_macro,-156171.875,0.0,-47625.0,
cluster_29_sector002_macro,zone002_cluster_29_sector002_macro,95609.375,0.0,-43546.875,
cluster_29_sector002_macro,zone003_cluster_29_sector002_macro,119062.5,0.0,125664.0625,
cluster_30_sector001_macro,zone001_cluster_30_sector001_macro,114342.0859375,0.0,-101699.796875,
cluster_30_sector001_macro,zone002_cluster_30_sector001_macro,35850.09765625,0.0,110330.5078125,
cluster_30_sector001_macro,zone003_cluster_30_sector001_macro,-108391.671875,0.0,-10975.2919921875,
cluster_31_sector001_macro,zone001_cluster_31_sector001_macro,144448.796875,0.0,-6973.064453125,
cluster_31_sector001_macro,zone002_cluster_31_sector001_macro,3170.4387207031,0.0,-3369.0224609375,
cluster_31_sector001_macro,zone003_cluster_31_sector001_macro,-140270.34375,0.0,-5531.4482421875,
cluster_31_sector001_macro,zone004_cluster_31_sector001_macro,-115042.0625,0.0,-148972.234375,
cluster_31_sector001_macro,zone005_cluster_31_sector001_macro,-89136.8515625,0.0,144269.984375,
cluster_32_sector001_macro,tzonecluster_32_sector001shcon5_gatezone_macro,-140511.421875,0.0,200000.0,
cluster_32_sector001_macro,tzonecluster_32_sector001shcon9_gatezone_macro,-130500.8828125,0.0,200000.0,
cluster_32_sector001_macro,zone001_cluster_32_sector001_macro,-81493.578125,0.0,-93935.6484375,
cluster_32_sector001_macro,zone002_cluster_32_sector001_macro,-118797.7578125,0.0,157867.515625,
cluster_32_sector001_macro,zone003_cluster_32_sector001_macro,106359.5625,0.0,47287.2890625,
cluster_32_sector001_macro,zone004_cluster_32_sector001_macro,90705.4140625,0.0,-97931.7890625,
cluster_32_sector002_macro,tzonecluster_32_sector002shcon10_gatezone_macro,50000.0,0.0,-200000.0,
cluster_32_sector002_macro,tzonecluster_32_sector002shcon6_gatezone_macro,40115.28125,0.0,-200000.0,
cluster_32_sector002_macro,zone001_cluster_32_sector002_macro,57678.23828125,0.0,-168226.5625,
cluster_32_sector002_macro,zone002_cluster_32_sector002_macro,69668.671875,0.0,28960.9375,
cluster_32_sector002_macro,zone003_cluster_32_sector002_macro,-109520.6015625,0.0,121476.5625,
cluster_32_sector002_macro,zone004_cluster_32_sector002_macro,-14265.640625,0.0,84906.25,
cluster_33_sector001_macro,zone001_cluster_33_sector001_macro,111384.9765625,0.0,-132798.53125,
cluster_33_sector001_macro,zone002_cluster_33_sector001_macro,56338.65234375,0.0,57824.859375,
cluster_33_sector001_macro,zone003_cluster_33_sector001_macro,-91470.921875,0.0,-13531.4921875,
cluster_33_sector001_macro,zone004_cluster_33_sector001_macro,-110839.078125,0.0,125103.6953125,
cluster_34_sector001_macro,zone001_cluster_34_sector001_macro,-51480.67578125,0.0,-9413.3203125,
cluster_34_sector001_macro,zone002_cluster_34_sector001_macro,51396.7265625,0.0,-48322.984375,
cluster_34_sector001_macro,zone003_cluster_34_sector001_macro,-149183.125,0.0,-4328.8134765625,
cluster_34_sector001_macro,zone004_cluster_34_sector001_macro,51542.984375,0.0,53540.9609375,
cluster_34_sector001_macro,zone005_cluster_34_sector001_macro,152552.3125,0.0,-91995.1875,
cluster_35_sector001_macro,zone001_cluster_35_sector001_macro,-114153.03125,0.0,52087.9375,
cluster_35_sector001_macro,zone002_cluster_35_sector001_macro,-21916.24609375,0.0,108944.6796875,
cluster_35_sector001_macro,zone003_cluster_35_sector001_macro,69261.015625,0.0,57018.04296875,
cluster_35_sector001_macro,zone004_cluster_35_sector001_macro,92201.28125,0.0,-35614.76953125,
cluster_35_sector001_macro,zone005_cluster_35_sector001_macro,75408.1328125,0.0,-126087.234375,
cluster_36_sector001_macro,zone001_cluster_36_sector001_macro,-114153.03125,0.0,116118.703125,
cluster_36_sector001_macro,zone002_cluster_36_sector001_macro,-21916.24609375,0.0,108944.6796875,
cluster_36_sector001_macro,zone003_cluster_36_sector001_macro,69261.015625,0.0,57018.04296875,
cluster_36_sector001_macro,zone004_cluster_36_sector001_macro,92201.28125,0.0,-35614.76953125,
cluster_36_sector001_macro,zone005_cluster_36_sector001_macro,75408.1328125,0.0,-126087.234375,
cluster_37_sector001_macro,zone001_cluster_37_sector001_macro,85.5541229248,0.0,115545.40625,
cluster_37_sector001_macro,zone002_cluster_37_sector001_macro,103750.5,0.0,20340.15234375,
cluster_37_sector001_macro,zone003_cluster_37_sector001_macro,-427.3376464844,0.0,-75385.25,
cluster_37_sector001_macro,zone004_cluster_37_sector001_macro,-127621.703125,0.0,-33782.69921875,
cluster_37_sector001_macro,zone005_cluster_37_sector001_macro,-14468.673828125,0.0,-1060.8215332031,
cluster_38_sector001_macro,zone001_cluster_38_sector001_macro,85.5541229248,0.0,115545.40625,
cluster_38_sector001_macro,zone002_cluster_38_sector001_macro,103750.5,0.0,20340.15234375,
cluster_38_sector001_macro,zone003_cluster_38_sector001_macro,84893.9296875,0.0,-111858.6796875,
cluster_38_sector001_macro,zone004_cluster_38_sector001_macro,-97508.7421875,0.0,-71169.2109375,
cluster_38_sector001_macro,zone005_cluster_38_sector001_macro,-71468.3984375,0.0,53358.09375,
cluster_39_sector001_macro,zone001_cluster_39_sector001_macro,-66377.890625,0.0,115442.5234375,
cluster_39_sector001_macro,zone002_cluster_39_sector001_macro,106787.1953125,0.0,86813.5234375,
cluster_39_sector001_macro,zone003_cluster_39_sector001_macro,86380.078125,0.0,-106069.9140625,
cluster_39_sector001_macro,zone004_cluster_39_sector001_macro,-127621.703125,0.0,-33782.69921875,
cluster_39_sector001_macro,zone005_cluster_39_sector001_macro,-14468.673828125,0.0,-1060.8215332031,
cluster_400_sector001_macro,zone001_cluster_400_sector001_macro,-114153.03125,0.0,-46897.58984375,ego_dlc_split
cluster_400_sector001_macro,zone002_cluster_400_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_split
cluster_400_sector001_macro,zone003_cluster_400_sector001_macro,69261.015625,0.0,57018.04296875,ego_dlc_split
cluster_400_sector001_macro,zone004_cluster_400_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_split
cluster_400_sector001_macro,zone005_cluster_400_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_401_sector001_macro,zone001_cluster_401_sector001_macro,-125584.2421875,0.0,20137.51953125,ego_dlc_split
cluster_401_sector001_macro,zone002_cluster_401_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_split
cluster_401_sector001_macro,zone003_cluster_401_sector001_macro,112515.4140625,0.0,57018.04296875,ego_dlc_split
cluster_401_sector001_macro,zone004_cluster_401_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_split
cluster_401_sector001_macro,zone005_cluster_401_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_402_sector001_macro,zone001_cluster_402_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_402_sector001_macro,zone002_cluster_402_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_split
cluster_402_sector001_macro,zone003_cluster_402_sector001_macro,69261.015625,0.0,57018.04296875,ego_dlc_split
cluster_402_sector001_macro,zone004_cluster_402_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_split
cluster_402_sector001_macro,zone005_cluster_402_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_403_sector001_macro,zone001_cluster_403_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_403_sector001_macro,zone002_cluster_403_sector001_macro,-114870.9765625,0.0,7212.39453125,ego_dlc_split
cluster_403_sector001_macro,zone003_cluster_403_sector001_macro,136998.828125,0.0,93736.3359375,ego_dlc_split
cluster_403_sector001_macro,zone004_cluster_403_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_split
cluster_403_sector001_macro,zone005_cluster_403_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_404_sector001_macro,zone001_cluster_404_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_404_sector001_macro,zone002_cluster_404_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_split
cluster_404_sector001_macro,zone003_cluster_404_sector001_macro,113604.53125,0.0,90601.6171875,ego_dlc_split
cluster_404_sector001_macro,zone004_cluster_404_sector001_macro,-25038.298828125,0.0,-14674.4501953125,ego_dlc_split
cluster_404_sector001_macro,zone005_cluster_404_sector001_macro,26475.546875,0.0,-123399.0,ego_dlc_split
cluster_405_sector001_macro,zone001_cluster_405_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_405_sector001_macro,zone002_cluster_405_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_split
cluster_405_sector001_macro,zone003_cluster_405_sector001_macro,69261.015625,0.0,57018.04296875,ego_dlc_split
cluster_405_sector001_macro,zone004_cluster_405_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_split
cluster_405_sector001_macro,zone005_cluster_405_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_406_sector001_macro,zone001_cluster_406_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_406_sector001_macro,zone002_cluster_406_sector001_macro,-122276.546875,0.0,-96570.9765625,ego_dlc_split
cluster_406_sector001_macro,zone003_cluster_406_sector001_macro,93217.0078125,0.0,108440.6953125,ego_dlc_split
cluster_406_sector001_macro,zone004_cluster_406_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_split
cluster_406_sector001_macro,zone005_cluster_406_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_407_sector001_macro,zone001_cluster_407_sector001_macro,-8041.4887695313,0.0,-4286.6743164063,ego_dlc_split
cluster_407_sector001_macro,zone002_cluster_407_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_split
cluster_407_sector001_macro,zone003_cluster_407_sector001_macro,112585.15625,0.0,75820.65625,ego_dlc_split
cluster_407_sector001_macro,zone004_cluster_407_sector001_macro,-125446.8671875,0.0,-86447.296875,ego_dlc_split
cluster_407_sector001_macro,zone005_cluster_407_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_408_sector001_macro,tzonecluster_408_sector001shcon7_gatezone_macro,-200000.0,0.0,50000.0,ego_dlc_split
cluster_408_sector001_macro,tzonecluster_408_sector001shcon8_gatezone_macro,-200000.0,0.0,39950.75390625,ego_dlc_split
cluster_408_sector001_macro,zone001_cluster_408_sector001_macro,-97236.90625,0.0,73185.921875,ego_dlc_split
cluster_408_sector001_macro,zone002_cluster_408_sector001_macro,13300.4970703125,0.0,131769.3125,ego_dlc_split
cluster_408_sector001_macro,zone003_cluster_408_sector001_macro,108507.6484375,0.0,41671.55078125,ego_dlc_split
cluster_408_sector001_macro,zone004_cluster_408_sector001_macro,-59697.09765625,0.0,-53410.734375,ego_dlc_split
cluster_408_sector001_macro,zone005_cluster_408_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_408_sector002_macro,tzonecluster_408_sector002shcon11_gatezone_macro,200000.0,0.0,-40119.140625,ego_dlc_split
cluster_408_sector002_macro,tzonecluster_408_sector002shcon12_gatezone_macro,200000.0,0.0,-50000.0,ego_dlc_split
cluster_408_sector002_macro,zone001_cluster_408_sector002_macro,-174195.3125,0.0,73255.859375,ego_dlc_split
cluster_408_sector002_macro,zone002_cluster_408_sector002_macro,-139128.90625,0.0,-62759.765625,ego_dlc_split
cluster_408_sector002_macro,zone003_cluster_408_sector002_macro,-56242.1875,0.0,25439.453125,ego_dlc_split
cluster_408_sector002_macro,zone004_cluster_408_sector002_macro,154160.15625,0.0,-42572.265625,ego_dlc_split
cluster_408_sector002_macro,zone005_cluster_408_sector002_macro,60644.53125,0.0,63693.359375,ego_dlc_split
cluster_409_sector001_macro,zone001_cluster_409_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_409_sector001_macro,zone002_cluster_409_sector001_macro,-16771.107421875,0.0,-16040.2607421875,ego_dlc_split
cluster_409_sector001_macro,zone003_cluster_409_sector001_macro,98313.890625,0.0,118124.78125,ego_dlc_split
cluster_409_sector001_macro,zone004_cluster_409_sector001_macro,125829.3984375,0.0,-9577.5703125,ego_dlc_split
cluster_409_sector001_macro,zone005_cluster_409_sector001_macro,-137134.34375,0.0,-135121.828125,ego_dlc_split
cluster_409_sector001_macro,zone006_cluster_409_sector001_macro,104070.5859375,0.0,-134265.6875,ego_dlc_split
cluster_40_sector001_macro,zone001_cluster_40_sector001_macro,96741.390625,0.0,115545.40625,
cluster_40_sector001_macro,zone002_cluster_40_sector001_macro,103750.5,0.0,20340.15234375,
cluster_40_sector001_macro,zone003_cluster_40_sector001_macro,96228.7890625,0.0,-128845.0625,
cluster_40_sector001_macro,zone004_cluster_40_sector001_macro,-97990.734375,0.0,-74974.2109375,
cluster_40_sector001_macro,zone005_cluster_40_sector001_macro,-121550.1171875,0.0,114678.0078125,
cluster_410_sector001_macro,zone001_cluster_410_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_410_sector001_macro,zone002_cluster_410_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_split
cluster_410_sector001_macro,zone003_cluster_410_sector001_macro,-113206.6640625,0.0,-122957.7265625,ego_dlc_split
cluster_410_sector001_macro,zone004_cluster_410_sector001_macro,20323.951171875,0.0,-12126.0107421875,ego_dlc_split
cluster_410_sector001_macro,zone005_cluster_410_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_410_sector001_macro,zone006_cluster_410_sector001_macro,125855.59375,0.0,66384.0,ego_dlc_split
cluster_411_sector001_macro,zone001_cluster_411_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_411_sector001_macro,zone002_cluster_411_sector001_macro,2087.3527832031,0.0,81310.1796875,ego_dlc_split
cluster_411_sector001_macro,zone003_cluster_411_sector001_macro,115133.6015625,0.0,131376.65625,ego_dlc_split
cluster_411_sector001_macro,zone004_cluster_411_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_split
cluster_411_sector001_macro,zone005_cluster_411_sector001_macro,-28.2363891602,0.0,-125437.75,ego_dlc_split
cluster_412_sector001_macro,zone001_cluster_412_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_412_sector001_macro,zone002_cluster_412_sector001_macro,-118708.7421875,0.0,-122055.3828125,ego_dlc_split
cluster_412_sector001_macro,zone003_cluster_412_sector001_macro,16763.81640625,0.0,101305.0703125,ego_dlc_split
cluster_412_sector001_macro,zone004_cluster_412_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_split
cluster_412_sector001_macro,zone005_cluster_412_sector001_macro,130451.9375,0.0,122780.3671875,ego_dlc_split
cluster_413_sector001_macro,zone001_cluster_413_sector001_macro,-124250.3828125,0.0,-60352.37890625,ego_dlc_split
cluster_413_sector001_macro,zone002_cluster_413_sector001_macro,34197.70703125,0.0,79271.4296875,ego_dlc_split
cluster_413_sector001_macro,zone003_cluster_413_sector001_macro,142147.0625,0.0,139021.984375,ego_dlc_split
cluster_413_sector001_macro,zone004_cluster_413_sector001_macro,1465.4846191406,0.0,-36591.02734375,ego_dlc_split
cluster_413_sector001_macro,zone005_cluster_413_sector001_macro,160013.84375,0.0,-137160.578125,ego_dlc_split
cluster_414_sector001_macro,zone001_cluster_414_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_414_sector001_macro,zone002_cluster_414_sector001_macro,-111063.4140625,0.0,1798.828125,ego_dlc_split
cluster_414_sector001_macro,zone003_cluster_414_sector001_macro,127875.8046875,0.0,121692.59375,ego_dlc_split
cluster_414_sector001_macro,zone004_cluster_414_sector001_macro,107990.3125,0.0,-100811.7265625,ego_dlc_split
cluster_414_sector001_macro,zone005_cluster_414_sector001_macro,-16847.9453125,0.0,-131554.015625,ego_dlc_split
cluster_415_sector001_macro,zone001_cluster_415_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_415_sector001_macro,zone002_cluster_415_sector001_macro,-103927.78125,0.0,-93512.84375,ego_dlc_split
cluster_415_sector001_macro,zone003_cluster_415_sector001_macro,12176.6240234375,0.0,34026.23046875,ego_dlc_split
cluster_415_sector001_macro,zone004_cluster_415_sector001_macro,145197.546875,0.0,-22829.4609375,ego_dlc_split
cluster_415_sector001_macro,zone005_cluster_415_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_416_sector001_macro,tzonecluster_416_sector001shcon5_gatezone_macro,-50000.0,0.0,200000.0,ego_dlc_split
cluster_416_sector001_macro,tzonecluster_416_sector001shcon9_gatezone_macro,-42317.375,0.0,200000.0,ego_dlc_split
cluster_416_sector001_macro,zone001_cluster_416_sector001_macro,-131895.703125,0.0,62482.46875,ego_dlc_split
cluster_416_sector001_macro,zone002_cluster_416_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_split
cluster_416_sector001_macro,zone003_cluster_416_sector001_macro,-108109.7890625,0.0,-70969.53125,ego_dlc_split
cluster_416_sector001_macro,zone004_cluster_416_sector001_macro,96267.484375,0.0,-912.8723144531,ego_dlc_split
cluster_416_sector001_macro,zone005_cluster_416_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_416_sector001_macro,zone006_cluster_416_sector001_macro,137835.0,0.0,138364.3125,ego_dlc_split
cluster_416_sector002_macro,tzonecluster_416_sector002shcon10_gatezone_macro,50000.0,0.0,-200000.0,ego_dlc_split
cluster_416_sector002_macro,tzonecluster_416_sector002shcon6_gatezone_macro,35394.53125,0.0,-200000.0,ego_dlc_split
cluster_416_sector002_macro,zone001_cluster_416_sector002_macro,16015.625,0.0,18140.625,ego_dlc_split
cluster_416_sector002_macro,zone002_cluster_416_sector002_macro,-94498.046875,0.0,-59429.6875,ego_dlc_split
cluster_416_sector002_macro,zone003_cluster_416_sector002_macro,93589.84375,0.0,-27550.78125,ego_dlc_split
cluster_416_sector002_macro,zone004_cluster_416_sector002_macro,-103000.0,0.0,92527.34375,ego_dlc_split
cluster_416_sector002_macro,zone005_cluster_416_sector002_macro,-11613.28125,0.0,110593.75,ego_dlc_split
cluster_416_sector002_macro,zone006_cluster_416_sector002_macro,44707.03125,0.0,-150816.40625,ego_dlc_split
cluster_417_sector001_macro,zone001_cluster_417_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_417_sector001_macro,zone002_cluster_417_sector001_macro,-94243.7109375,0.0,-2278.6789550781,ego_dlc_split
cluster_417_sector001_macro,zone003_cluster_417_sector001_macro,110546.3984375,0.0,98756.625,ego_dlc_split
cluster_417_sector001_macro,zone004_cluster_417_sector001_macro,54982.7421875,0.0,-15693.828125,ego_dlc_split
cluster_417_sector001_macro,zone005_cluster_417_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_split
cluster_418_sector001_macro,zone001_cluster_418_sector001_macro,-130629.8984375,0.0,47528.22265625,ego_dlc_split
cluster_418_sector001_macro,zone002_cluster_418_sector001_macro,7690.43359375,0.0,136950.15625,ego_dlc_split
cluster_418_sector001_macro,zone003_cluster_418_sector001_macro,144230.953125,0.0,100215.9453125,ego_dlc_split
cluster_418_sector001_macro,zone004_cluster_418_sector001_macro,126073.234375,0.0,-92468.7734375,ego_dlc_split
cluster_418_sector001_macro,zone005_cluster_418_sector001_macro,11258.96484375,0.0,-13496.154296875,ego_dlc_split
cluster_418_sector001_macro,zone006_cluster_418_sector001_macro,-106917.28125,0.0,-117267.7109375,ego_dlc_split
cluster_419_sector001_macro,zone001_cluster_419_sector001_macro,-132792.328125,0.0,84289.421875,ego_dlc_split
cluster_419_sector001_macro,zone002_cluster_419_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_split
cluster_419_sector001_macro,zone003_cluster_419_sector001_macro,113957.03125,0.0,56967.4609375,ego_dlc_split
cluster_419_sector001_macro,zone004_cluster_419_sector001_macro,113819.5,0.0,-49261.69140625,ego_dlc_split
cluster_419_sector001_macro,zone005_cluster_419_sector001_macro,-59380.2109375,0.0,-99993.078125,ego_dlc_split
cluster_41_sector001_macro,zone001_cluster_41_sector001_macro,-111312.640625,0.0,119135.7890625,
cluster_41_sector001_macro,zone002_cluster_41_sector001_macro,113558.1875,0.0,102817.671875,
cluster_41_sector001_macro,zone003_cluster_41_sector001_macro,112827.6015625,0.0,-48706.0078125,
cluster_41_sector001_macro,zone004_cluster_41_sector001_macro,-68982.078125,0.0,-112405.6953125,
cluster_41_sector001_macro,zone005_cluster_41_sector001_macro,-14468.673828125,0.0,-1060.8215332031,
cluster_420_sector001_macro,zone001_cluster_420_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_420_sector001_macro,zone002_cluster_420_sector001_macro,100674.6953125,0.0,126138.03125,ego_dlc_split
cluster_420_sector001_macro,zone003_cluster_420_sector001_macro,5835.8842773438,0.0,39668.0703125,ego_dlc_split
cluster_420_sector001_macro,zone004_cluster_420_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_split
cluster_420_sector001_macro,zone005_cluster_420_sector001_macro,-86050.0859375,0.0,-129546.203125,ego_dlc_split
cluster_421_sector001_macro,zone001_cluster_421_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_split
cluster_421_sector001_macro,zone002_cluster_421_sector001_macro,-118450.9609375,0.0,-31718.89453125,ego_dlc_split
cluster_421_sector001_macro,zone003_cluster_421_sector001_macro,116840.265625,0.0,132652.296875,ego_dlc_split
cluster_421_sector001_macro,zone004_cluster_421_sector001_macro,124631.625,0.0,-26916.669921875,ego_dlc_split
cluster_421_sector001_macro,zone005_cluster_421_sector001_macro,16304.626953125,0.0,-127383.78125,ego_dlc_split
cluster_421_sector001_macro,zone006_cluster_421_sector001_macro,4954.5439453125,0.0,25020.609375,ego_dlc_split
