ware,method,time,amount,input_ware,input_amount,work_effect
mod_engine_forwardthrust_01_mk3,default,10,1,modpart_enginefuelinjector_t3,1,
mod_engine_forwardthrust_01_mk3,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_forwardthrust_01_mk3,default,10,1,modpart_nividiumoxide,3,
mod_engine_forwardthrust_02_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_forwardthrust_02_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_forwardthrust_02_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_forwardthrust_02_mk2,default,10,1,modpart_enginefuelinjector_t2,1,
mod_engine_forwardthrust_02_mk2,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_forwardthrust_02_mk2,default,10,1,modpart_nividiumoxide,3,
mod_engine_rotationthrust_01_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_rotationthrust_01_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_rotationthrust_01_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_rotationthrust_01_mk3,default,10,1,modpart_enginefuelinjector_t3,1,
mod_engine_rotationthrust_01_mk3,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_rotationthrust_01_mk3,default,10,1,modpart_nividiumoxide,3,
mod_engine_rotationthrust_02_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_rotationthrust_02_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_rotationthrust_02_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_strafethrust_01_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_strafethrust_01_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_strafethrust_01_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_strafethrust_02_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_strafethrust_02_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_strafethrust_02_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_travelattacktime_01_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_travelattacktime_01_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_travelattacktime_01_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_travelchargetime_01_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_travelchargetime_01_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_travelchargetime_01_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_travelreleasetime_01_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_travelreleasetime_01_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_travelreleasetime_01_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_travelstartthrust_01_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_travelstartthrust_01_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_travelstartthrust_01_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_travelthrust_01_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_travelthrust_01_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_travelthrust_01_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_travelthrust_01_mk2,default,10,1,modpart_enginefuelinjector_t2,1,
mod_engine_travelthrust_01_mk2,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_travelthrust_01_mk2,default,10,1,modpart_nividiumoxide,3,
mod_engine_travelthrust_01_mk3,default,10,1,modpart_enginefuelinjector_t3,1,
mod_engine_travelthrust_01_mk3,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_travelthrust_01_mk3,default,10,1,modpart_nividiumoxide,3,
mod_engine_travelthrust_02_mk1,default,10,1,modpart_enginefuelinjector_t1,1,
mod_engine_travelthrust_02_mk1,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_travelthrust_02_mk1,default,10,1,modpart_nividiumoxide,3,
mod_engine_travelthrust_02_mk2,default,10,1,modpart_enginefuelinjector_t2,1,
mod_engine_travelthrust_02_mk2,default,10,1,modpart_extendedfuelcontainer,3,
mod_engine_travelthrust_02_mk2,default,10,1,modpart_nividiumoxide,3,
mod_shield_capacity_01_mk1,default,10,1,modpart_shieldgeneratorcoil_t1,1,
mod_shield_capacity_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_shield_capacity_01_mk2,default,10,1,modpart_shieldgeneratorcoil_t2,1,
mod_shield_capacity_01_mk2,default,10,1,modpart_tuningsoftware,1,
mod_shield_capacity_01_mk3,default,10,1,modpart_shieldgeneratorcoil_t3,1,
mod_shield_capacity_01_mk3,default,10,1,modpart_tuningsoftware,1,
mod_shield_capacity_02_mk3,default,10,1,modpart_shieldgeneratorcoil_t3,1,
mod_shield_capacity_02_mk3,default,10,1,modpart_tuningsoftware,1,
mod_shield_rechargedelay_01_mk1,default,10,1,modpart_shieldgeneratorcoil_t1,1,
mod_shield_rechargedelay_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_shield_rechargerate_01_mk1,default,10,1,modpart_shieldgeneratorcoil_t1,1,
mod_shield_rechargerate_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_shield_rechargerate_01_mk2,default,10,1,modpart_shieldgeneratorcoil_t2,1,
mod_shield_rechargerate_01_mk2,default,10,1,modpart_tuningsoftware,1,
mod_shield_rechargerate_01_mk3,default,10,1,modpart_shieldgeneratorcoil_t3,1,
mod_shield_rechargerate_01_mk3,default,10,1,modpart_tuningsoftware,1,
mod_ship_countermeasurecapacity_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_countermeasurecapacity_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_ship_deployablecapacity_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_deployablecapacity_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_ship_drag_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_drag_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_ship_drag_01_mk2,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_drag_01_mk2,default,10,1,modpart_shipnanoweave_t2,1,
mod_ship_hidecargo_01,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_hidecargo_01,default,10,1,modpart_shipnanoweave_t3,1,
mod_ship_mass_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_mass_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_ship_mass_01_mk2,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_mass_01_mk2,default,10,1,modpart_shipnanoweave_t2,1,
mod_ship_mass_01_mk3,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_mass_01_mk3,default,10,1,modpart_shipnanoweave_t3,1,
mod_ship_maxhull_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_maxhull_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_ship_missilecapacity_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_missilecapacity_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_ship_radarcloak_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_radarcloak_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_ship_radarcloak_01_mk2,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_radarcloak_01_mk2,default,10,1,modpart_shipnanoweave_t2,1,
mod_ship_radarcloak_01_mk3,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_radarcloak_01_mk3,default,10,1,modpart_shipnanoweave_t3,1,
mod_ship_radarrange_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_radarrange_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_ship_regiondamage_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_regiondamage_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_ship_regiondamage_01_mk2,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_regiondamage_01_mk2,default,10,1,modpart_shipnanoweave_t2,1,
mod_ship_regiondamage_01_mk3,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_regiondamage_01_mk3,default,10,1,modpart_shipnanoweave_t3,1,
mod_ship_unitcapacity_01_mk1,default,10,1,modpart_nividiumcrystallite,3,
mod_ship_unitcapacity_01_mk1,default,10,1,modpart_shipnanoweave_t1,1,
mod_weapon_beamlength_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_beamlength_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_beamlength_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_chargetime_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_chargetime_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_chargetime_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_cooling_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_cooling_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_cooling_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_cooling_01_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_cooling_01_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_cooling_01_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_cooling_02_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_cooling_02_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_cooling_02_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_cooling_02_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_cooling_02_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_cooling_02_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_cooling_03_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_cooling_03_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_cooling_03_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_cooling_03_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_cooling_03_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_cooling_03_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_cooling_04_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_cooling_04_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_cooling_04_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_cooling_05_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_cooling_05_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_cooling_05_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_damage_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_damage_01_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_01_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_01_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_damage_01_mk3,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_01_mk3,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_01_mk3,default,10,1,modpart_weaponchamber_t3,1,
mod_weapon_damage_02_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_02_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_02_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_damage_02_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_02_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_02_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_damage_02_mk3,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_02_mk3,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_02_mk3,default,10,1,modpart_weaponchamber_t3,1,
mod_weapon_damage_03_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_03_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_03_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_damage_03_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_03_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_03_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_damage_04_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_04_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_04_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_damage_05_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_damage_05_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_damage_05_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_lifetime_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_lifetime_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_lifetime_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_mining_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_mining_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_mining_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_mining_01_mk3,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_mining_01_mk3,default,10,1,modpart_tuningsoftware,1,
mod_weapon_mining_01_mk3,default,10,1,modpart_weaponchamber_t3,1,
mod_weapon_reload_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_reload_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_reload_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_rotationspeed_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_rotationspeed_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_rotationspeed_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_speed_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_speed_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_speed_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_speed_01_mk3,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_speed_01_mk3,default,10,1,modpart_tuningsoftware,1,
mod_weapon_speed_01_mk3,default,10,1,modpart_weaponchamber_t3,1,
mod_weapon_sticktime_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_sticktime_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_sticktime_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_sticktime_01_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_sticktime_01_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_sticktime_01_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_sticktime_02_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_sticktime_02_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_sticktime_02_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_sticktime_03_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_sticktime_03_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_sticktime_03_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_surfaceelement_01_mk1,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_surfaceelement_01_mk1,default,10,1,modpart_tuningsoftware,1,
mod_weapon_surfaceelement_01_mk1,default,10,1,modpart_weaponchamber_t1,1,
mod_weapon_surfaceelement_01_mk2,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_surfaceelement_01_mk2,default,10,1,modpart_tuningsoftware,1,
mod_weapon_surfaceelement_01_mk2,default,10,1,modpart_weaponchamber_t2,1,
mod_weapon_surfaceelement_01_mk3,default,10,1,modpart_highenergycatalyst,3,
mod_weapon_surfaceelement_01_mk3,default,10,1,modpart_tuningsoftware,1,
mod_weapon_surfaceelement_01_mk3,default,10,1,modpart_weaponchamber_t3,1,
nividiumgems,default,300,57,energycells,90,
nividiumgems,default,300,57,nividium,120,
nostropoil,default,300,500,energycells,100,0.2
nostropoil,default,300,500,spices,40,0.2
nostropoil,default,300,500,sunriseflowers,40,0.2
nostropoil,default,300,500,water,60,0.2
plasmaconductors,default,900,44,energycells,60,0.43
plasmaconductors,default,900,44,graphene,96,0.43
plasmaconductors,default,900,44,superfluidcoolant,140,0.43
quantumtubes,default,720,94,energycells,40,0.53
quantumtubes,default,720,94,graphene,116,0.53
quantumtubes,default,720,94,superfluidcoolant,30,0.53
refinedmetals,default,150,88,energycells,90,0.43
refinedmetals,default,150,88,ore,240,0.43
resourceprobe_01,default,10,1,energycells,1,
resourceprobe_01,default,10,1,hullparts,1,
resourceprobe_01,default,10,1,scanningarrays,1,
resourceprobe_01,xenon,10,1,energycells,2,
resourceprobe_01,xenon,10,1,silicon,1,
satellite_mk1,default,60,1,energycells,1,
satellite_mk1,default,60,1,scanningarrays,1,
satellite_mk1,xenon,60,1,energycells,5,
satellite_mk1,xenon,60,1,silicon,1,
satellite_mk2,default,60,1,advancedelectronics,5,
satellite_mk2,default,60,1,energycells,10,
satellite_mk2,default,60,1,scanningarrays,5,
satellite_mk2,xenon,60,1,energycells,10,
satellite_mk2,xenon,60,1,silicon,1,
scanningarrays,default,600,36,energycells,60,0.38
scanningarrays,default,600,36,refinedmetals,100,0.38
scanningarrays,default,600,36,siliconwafers,60,0.38
scanningarrays,teladi,600,36,energycells,60,0.38
scanningarrays,teladi,600,36,siliconwafers,60,0.38
scanningarrays,teladi,600,36,teladianium,73,0.38
scrapmetal,processing,60,1,energycells,10,
scrapmetal,processing,60,1,rawscrap,1,
shieldcomponents,default,1200,193,energycells,70,0.43
shieldcomponents,default,1200,193,plasmaconductors,20,0.43
shieldcomponents,default,1200,193,quantumtubes,20,0.43
shield_arg_l_standard_01_mk1,default,20,1,energycells,58,
shield_arg_l_standard_01_mk1,default,20,1,fieldcoils,14,
shield_arg_l_standard_01_mk1,default,20,1,shieldcomponents,12,
shield_arg_l_standard_01_mk2,default,20,1,energycells,357,
shield_arg_l_standard_01_mk2,default,20,1,fieldcoils,90,
shield_arg_l_standard_01_mk2,default,20,1,shieldcomponents,75,
shield_arg_m_standard_01_mk1,default,10,1,energycells,21,
shield_arg_m_standard_01_mk1,default,10,1,fieldcoils,5,
shield_arg_m_standard_01_mk1,default,10,1,shieldcomponents,4,
shield_arg_m_standard_01_mk2,default,10,1,energycells,129,
shield_arg_m_standard_01_mk2,default,10,1,fieldcoils,32,
shield_arg_m_standard_01_mk2,default,10,1,shieldcomponents,27,
shield_arg_m_standard_02_mk1,default,20,1,energycells,21,
shield_arg_m_standard_02_mk1,default,20,1,fieldcoils,5,
shield_arg_m_standard_02_mk1,default,20,1,shieldcomponents,4,
shield_arg_m_standard_02_mk2,default,20,1,energycells,128,
shield_arg_m_standard_02_mk2,default,20,1,fieldcoils,32,
shield_arg_m_standard_02_mk2,default,20,1,shieldcomponents,27,
shield_arg_s_standard_01_mk1,default,10,1,energycells,5,
shield_arg_s_standard_01_mk1,default,10,1,shieldcomponents,1,
shield_arg_s_standard_01_mk2,default,10,1,energycells,17,
shield_arg_s_standard_01_mk2,default,10,1,fieldcoils,4,
shield_arg_s_standard_01_mk2,default,10,1,shieldcomponents,3,
shield_arg_s_standard_01_mk3,default,10,1,energycells,114,
shield_arg_s_standard_01_mk3,default,10,1,fieldcoils,28,
shield_arg_s_standard_01_mk3,default,10,1,shieldcomponents,24,
shield_arg_xl_standard_01_mk1,default,20,1,energycells,313,
shield_arg_xl_standard_01_mk1,default,20,1,fieldcoils,79,
shield_arg_xl_standard_01_mk1,default,20,1,shieldcomponents,66,
shield_par_l_standard_01_mk1,default,20,1,energycells,65,
shield_par_l_standard_01_mk1,default,20,1,fieldcoils,16,
shield_par_l_standard_01_mk1,default,20,1,shieldcomponents,13,
shield_par_l_standard_01_mk2,default,20,1,energycells,399,
shield_par_l_standard_01_mk2,default,20,1,fieldcoils,100,
shield_par_l_standard_01_mk2,default,20,1,shieldcomponents,85,
shield_par_m_standard_01_mk1,default,10,1,energycells,23,
shield_par_m_standard_01_mk1,default,10,1,fieldcoils,5,
shield_par_m_standard_01_mk1,default,10,1,shieldcomponents,5,
shield_par_m_standard_01_mk2,default,10,1,energycells,142,
shield_par_m_standard_01_mk2,default,10,1,fieldcoils,35,
shield_par_m_standard_01_mk2,default,10,1,shieldcomponents,30,
shield_par_m_standard_02_mk1,default,10,1,energycells,22,
shield_par_m_standard_02_mk1,default,10,1,fieldcoils,5,
shield_par_m_standard_02_mk1,default,10,1,shieldcomponents,4,
shield_par_m_standard_02_mk2,default,10,1,energycells,59,
shield_par_m_standard_02_mk2,default,10,1,fieldcoils,15,
shield_par_m_standard_02_mk2,default,10,1,shieldcomponents,12,
shield_par_s_standard_01_mk1,default,10,1,energycells,8,
shield_par_s_standard_01_mk1,default,10,1,shieldcomponents,1,
shield_par_s_standard_01_mk2,default,10,1,energycells,19,
shield_par_s_standard_01_mk2,default,10,1,fieldcoils,5,
shield_par_s_standard_01_mk2,default,10,1,shieldcomponents,4,
shield_par_s_standard_01_mk3,default,10,1,energycells,128,
shield_par_s_standard_01_mk3,default,10,1,fieldcoils,32,
shield_par_s_standard_01_mk3,default,10,1,shieldcomponents,27,
shield_par_xl_standard_01_mk1,default,20,1,energycells,351,
shield_par_xl_standard_01_mk1,default,20,1,fieldcoils,88,
shield_par_xl_standard_01_mk1,default,20,1,shieldcomponents,74,
shield_tel_l_standard_01_mk1,default,20,1,energycells,58,
shield_tel_l_standard_01_mk1,default,20,1,fieldcoils,14,
shield_tel_l_standard_01_mk1,default,20,1,shieldcomponents,12,
shield_tel_l_standard_01_mk2,default,20,1,energycells,357,
shield_tel_l_standard_01_mk2,default,20,1,fieldcoils,90,
shield_tel_l_standard_01_mk2,default,20,1,shieldcomponents,75,
shield_tel_m_standard_01_mk1,default,10,1,energycells,21,
shield_tel_m_standard_01_mk1,default,10,1,fieldcoils,5,
shield_tel_m_standard_01_mk1,default,10,1,shieldcomponents,4,
shield_tel_m_standard_01_mk2,default,10,1,energycells,129,
shield_tel_m_standard_01_mk2,default,10,1,fieldcoils,32,
shield_tel_m_standard_01_mk2,default,10,1,shieldcomponents,27,
shield_tel_m_standard_02_mk1,default,10,1,energycells,20,
shield_tel_m_standard_02_mk1,default,10,1,fieldcoils,4,
shield_tel_m_standard_02_mk1,default,10,1,shieldcomponents,5,
shield_tel_m_standard_02_mk2,default,10,1,energycells,54,
shield_tel_m_standard_02_mk2,default,10,1,fieldcoils,13,
shield_tel_m_standard_02_mk2,default,10,1,shieldcomponents,11,
shield_tel_s_standard_01_mk1,default,10,1,energycells,6,
shield_tel_s_standard_01_mk1,default,10,1,shieldcomponents,1,
shield_tel_s_standard_01_mk2,default,10,1,energycells,17,
shield_tel_s_standard_01_mk2,default,10,1,fieldcoils,4,
shield_tel_s_standard_01_mk2,default,10,1,shieldcomponents,3,
shield_tel_s_standard_01_mk3,default,10,1,energycells,114,
shield_tel_s_standard_01_mk3,default,10,1,fieldcoils,28,
shield_tel_s_standard_01_mk3,default,10,1,shieldcomponents,24,
shield_tel_xl_standard_01_mk1,default,20,1,energycells,313,
shield_tel_xl_standard_01_mk1,default,20,1,fieldcoils,79,
shield_tel_xl_standard_01_mk1,default,20,1,shieldcomponents,66,
shield_xen_l_standard_01_mk1,default,20,1,energycells,57,
shield_xen_l_standard_01_mk1,default,20,1,fieldcoils,14,
shield_xen_l_standard_01_mk1,default,20,1,shieldcomponents,12,
shield_xen_l_standard_01_mk1,xenon,20,1,energycells,94,
shield_xen_l_standard_01_mk1,xenon,20,1,ore,91,
shield_xen_l_standard_01_mk1,xenon,20,1,silicon,70,
shield_xen_l_standard_01_mk2,default,20,1,energycells,192,
shield_xen_l_standard_01_mk2,default,20,1,fieldcoils,48,
shield_xen_l_standard_01_mk2,default,20,1,shieldcomponents,40,
shield_xen_l_standard_01_mk2,xenon,20,1,energycells,253,
shield_xen_l_standard_01_mk2,xenon,20,1,ore,243,
shield_xen_l_standard_01_mk2,xenon,20,1,silicon,187,
shield_xen_l_standard_02_mk1,default,20,1,energycells,57,
shield_xen_l_standard_02_mk1,default,20,1,fieldcoils,14,
shield_xen_l_standard_02_mk1,default,20,1,shieldcomponents,12,
shield_xen_l_standard_02_mk1,xenon,20,1,energycells,94,
shield_xen_l_standard_02_mk1,xenon,20,1,ore,91,
shield_xen_l_standard_02_mk1,xenon,20,1,silicon,70,
shield_xen_l_standard_02_mk2,default,20,1,energycells,192,
shield_xen_l_standard_02_mk2,default,20,1,fieldcoils,48,
shield_xen_l_standard_02_mk2,default,20,1,shieldcomponents,40,
shield_xen_l_standard_02_mk2,xenon,20,1,energycells,253,
shield_xen_l_standard_02_mk2,xenon,20,1,ore,243,
shield_xen_l_standard_02_mk2,xenon,20,1,silicon,187,
shield_xen_m_standard_01_mk1,default,10,1,energycells,11,
shield_xen_m_standard_01_mk1,default,10,1,ore,10,
shield_xen_m_standard_01_mk1,default,10,1,silicon,8,
shield_xen_m_standard_01_mk2,default,10,1,energycells,23,
shield_xen_m_standard_01_mk2,default,10,1,ore,22,
shield_xen_m_standard_01_mk2,default,10,1,silicon,17,
shield_xen_m_standard_02_mk1,default,10,1,energycells,11,
shield_xen_m_standard_02_mk1,default,10,1,ore,10,
shield_xen_m_standard_02_mk1,default,10,1,silicon,8,
shield_xen_m_standard_02_mk2,default,10,1,energycells,23,
shield_xen_m_standard_02_mk2,default,10,1,ore,22,
shield_xen_m_standard_02_mk2,default,10,1,silicon,17,
shield_xen_m_standard_04_mk1,default,10,1,energycells,22,
shield_xen_m_standard_04_mk1,default,10,1,fieldcoils,5,
shield_xen_m_standard_04_mk1,default,10,1,shieldcomponents,4,
shield_xen_m_standard_04_mk1,xenon,10,1,energycells,37,
shield_xen_m_standard_04_mk1,xenon,10,1,ore,35,
shield_xen_m_standard_04_mk1,xenon,10,1,silicon,27,
shield_xen_m_virtual_01_mk1,default,10,1,energycells,22,
shield_xen_m_virtual_01_mk1,default,10,1,fieldcoils,5,
shield_xen_m_virtual_01_mk1,default,10,1,shieldcomponents,4,
shield_xen_m_virtual_01_mk1,xenon,10,1,energycells,37,
shield_xen_m_virtual_01_mk1,xenon,10,1,ore,35,
shield_xen_m_virtual_01_mk1,xenon,10,1,silicon,27,
shield_xen_s_standard_01_mk1,default,10,1,energycells,3,
shield_xen_s_standard_01_mk1,default,10,1,ore,1,
shield_xen_s_standard_01_mk1,default,10,1,silicon,1,
shield_xen_s_standard_01_mk2,default,10,1,energycells,3,
shield_xen_s_standard_01_mk2,default,10,1,ore,3,
shield_xen_s_standard_01_mk2,default,10,1,silicon,2,
shield_xen_s_virtual_01_mk1,default,10,1,energycells,5,
shield_xen_s_virtual_01_mk1,default,10,1,shieldcomponents,2,
shield_xen_s_virtual_01_mk1,xenon,10,1,energycells,3,
shield_xen_s_virtual_01_mk1,xenon,10,1,ore,1,
shield_xen_s_virtual_01_mk1,xenon,10,1,silicon,1,
shield_xen_xl_standard_01_mk1,default,20,1,energycells,153,
shield_xen_xl_standard_01_mk1,default,20,1,ore,147,
shield_xen_xl_standard_01_mk1,default,20,1,silicon,113,
ship_arg_l_destroyer_01_a,default,182,1,energycells,1008,
